"Report Title","Publishers Name","Publishers Location","Industry","Geography","Price in USD","URL","Publish Date","Number of pages"
"Coaching on the Job","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/training/coaching_job.html","Published on 01-Oct-2006",
"Productive Counselling","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/employee_relations/productive_counselling.html","Published on 01-Oct-2006",
"Empowering People","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/leadership/empowering_people.html","Published on 01-Oct-2006",
"Discipline Interviewing","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/business_skills/discipline_interviewing.html","Published on 01-Oct-2006",
"Dealing with Conflict","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/employee_relations/dealing_conflict.html","Published on 01-Oct-2006",
"Mediating Disputes","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/employee_relations/mediating_disputes.html","Published on 01-Oct-2006",
"Handling Difficult People","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/employee_relations/handling_difficult_people.html","Published on 01-Oct-2006",
"Giving Bad News","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/business_skills/giving_bad_news.html","Published on 01-Oct-2006",
"Globalisation and Korean Foreign Investment","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/finance/investing/globalisation_korean_foreign_investment.html","Published on 01-Oct-2004",220
"Questioning the New Public Management","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/questioning_new_public_management.html","Published on 01-Jun-2004",248
"Visualizing Research","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/visualizing_research.html","Published on 01-Dec-2004",230
"Market Orientation, Corporate Culture and Business Performance","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/hr/market_orientation_corporate_culture_business_performance.html","Published on 01-Jul-2004",200
"Trust and Western-Russian Business Relationships","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/international_business/international_trade/trust_western_russian_business_relationships.html","Published on 01-Apr-2004",248
"Technology and Knowledge Transfer in China","Ashgate Publishing","United Kingdom","Business Books","China",0,"http://www.reportbuyer.com/business_books/management/knowledge/technology_knowledge_transfer_china.html","Published on 01-Jun-2004",176
"Management Knowledge and the New Employee","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/knowledge/management_knowledge_new_employee.html","Published on 01-May-2004",168
"Total Landscape, Theme Parks, Public Space","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/industry_specific/total_landscape_theme_parks_public_space.html","Published on 01-Sep-2006",296
"Capitalist Networks and Social Power in Australia and New Zealand","Ashgate Publishing","United Kingdom","Business Books","Australia",0,"http://www.reportbuyer.com/business_books/international_business/business_culture/capitalist_networks_social_power_australia_new_zealand.html","Published on 01-Jan-2007",262
"Six Sigma in Transactional and Service Environments","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/planning_strategy/six_sigma_transactional_service_environments.html","Published on 01-Sep-2004",180
"Project Management for the Pharmaceutical Industry","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/project/project_management_pharmaceutical_industry.html","Published on 01-Sep-2004",208
"Outdoor and Experiential Learning","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/training/outdoor_experiential_learning.html","Published on 01-Sep-2004",216
"International Construction Contract Management","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/industry_specific/international_construction_contract_management.html","Published on 01-Jun-2005",334
"Commercial Due Diligence","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/corporate_governance/commercial_due_diligence.html","Published on 01-May-2006",416
"The Cross-Cultural Communication Trainer's Manual - Volume Two: Activities for Cross-Cultural Training","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/cross_cultural_communication_trainers_manual_volume_two_activities_cross_cultural_training.html","Published on 01-Oct-2005",394
"Accelerating Business and IT Change","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/technology/accelerating_business_change.html","Published on 01-Jul-2006",200
"Age Discrimination in Employment","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/law_regulation/employment/age_discrimination_employment.html","Published on 01-Jan-2007",242
"Reinventing Patient Recruitment","Ashgate Publishing","United Kingdom","Pharma &amp; Healthcare","All",0,"http://www.reportbuyer.com/pharma_healthcare/research_r_d/clinical_trials/reinventing_patient_recruitment.html","Published on 01-Jan-2007",276
"Global Outsourcing Strategies","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/planning_strategy/global_outsourcing_strategies.html","Published on 01-Jan-2007",346
"Fraud and Corruption","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/law_regulation/commercial/fraud_corruption.html","Published on 01-Dec-2006",312
"Successfully Marketing Clinical Trial Results","Ashgate Publishing","United Kingdom","Pharma &amp; Healthcare","All",0,"http://www.reportbuyer.com/pharma_healthcare/research_r_d/clinical_trials/successfully_marketing_clinical_trial_results.html","Published on 01-Dec-2006",220
"Systems Leadership","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/leadership/systems_leadership.html","Published on 01-Nov-2006",312
"Usability Success Stories","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/e_business/usability_success_stories.html","Published on 01-Nov-2006",226
"Stories, Visions and Values in Voluntary Organisations","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/planning_strategy/stories_visions_values_voluntary_organisations.html","Published on 01-Nov-2006",232
"Strategic HR","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/strategic_hr.html","Published on 01-Nov-2006",242
"The Transfer of Learning","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/training/transfer_learning.html","Published on 01-Nov-2006",146
"People Skills (Complete 20 DVD Set)","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/business_skills/people_skills_complete_20_dvd_set.html","Published on 01-Oct-2006",
"Team Skills (Four DVD Set)","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/leadership/team_skills_four_dvd_set.html","Published on 01-Oct-2006",
"Leadership Skills (Three DVD Set)","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/leadership/leadership_skills_three_dvd_set.html","Published on 01-Oct-2006",
"Personal Effectiveness (Four DVD Set)","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/e_business/personal_effectiveness_four_dvd_set.html","Published on 01-Oct-2006",
"Handling Difficult Situations (Five DVD Set)","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/business_skills/handling_difficult_situations_five_dvd_set.html","Published on 01-Oct-2006",
"Core Communication Skills (Four DVD Set)","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/marketing_sales/communication_pr/core_communication_skills_four_dvd_set.html","Published on 01-Oct-2006",
"The Design Journal: Volume 8, Issues 1, 2 and 3","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/industry_specific/design_journal_volume_8_issues_1.html","Published on 01-May-2005",64
"The Design Journal: Volume 7, Issues 1, 2 and 3","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/industry_specific/design_journal_volume_7_issues_1.html","Published on 01-Jun-2004",64
"The Design Journal: Volume 9, Issues 1, 2 and 3","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/industry_specific/design_journal_volume_9_issues_1.html","Published on 01-May-2006",64
"The Goal","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/management/productivity/goal.html","Published on 01-Nov-2004",400
"The Cross-Cultural Communication Trainer's Manual - Volume One: Designing Cross-Cultural Training","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/cross_cultural_communication_trainers_manual_volume_one_designing_cross_cultural_training.html","Published on 01-Oct-2005",208
"The Cross-Cultural Communication Trainer's Manual - Two Volume set","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/cross_cultural_communication_trainers_manual_two_volume_set.html","Published on 01-Oct-2005",602
"The Handbook of Work Based Learning","Ashgate Publishing","United Kingdom","Business Books","All",0,"http://www.reportbuyer.com/business_books/hr_training_coaching/training/handbook_work_based_learning.html","Published on 01-Mar-2005",
